Bacillus subtilis,Bradyrhizobium sp. BTAi1,Listeria monocytogenes,Enterococcus faecalis,Cupriavidus metallidurans,Bradyrhizobium sp. SK17,Lactobacillus fermentum,Bradyrhizobium sp. S23321,Salmonella enterica,Brevundimonas sp. DS20,Cutibacterium acnes,Gordonia terrae,Gordonia bronchialis,Ralstonia pickettii,Gordonia sp. KTR9,Streptococcus oralis,Chroococcidiopsis thermalis,Propionibacterium virus Pirate,Methylobacterium sp. C1,Pseudomonas fluorescens,Carnobacterium inhibens,Pantoea sp. PSNIH1,Bradyrhizobium diazoefficiens,Brevundimonas sp. GW460-12-10-14-LB2,Chryseobacterium taklimakanense,Bradyrhizobium japonicum,Methylobacterium radiotolerans,Thermothelomyces thermophila,Bradyrhizobium sp.,Brevundimonas vesicularis,Acinetobacter junii,Gordonia phage Phinally,Streptococcus mitis,Thielavia terrestris,Bradyrhizobium sp. CCGE-LA001,Brevundimonas sp. LM2,Brevundimonas subvibrioides,Acinetobacter schindleri,Human mastadenovirus C,Candida dubliniensis,Saccharomyces cerevisiae,Alteromonas macleodii,Rhodococcus fascians,Paucibacter sp. KCTC 42545,Veillonella parvula,Pseudomonas aeruginosa,Leishmania major,Microlunatus phosphovorus,Brevundimonas naejangsanensis,Enterococcus faecium
0.005054425,0.002224438,0.003402627,0.003697518,0.006366549,0.002291823,0.000999589,0.001303532,0.0022713,0.000948524,0.002315249,0.000803642,0.002352915,0.004073327,0.003576109,0.001302505,0.001931442,0.006599689,0.006189925,0.001225739,0.000519375,0.001247438,0.002006522,0.001295141,0.00233636,0.001166141,0.002056518,0.000846362,0.003626849,0.001891857,0.001529535,0.001647506,0.001011904,0.001054111,0.001782883,0.002640243,0.00197321,0.001191252,0.005294018,0.001543717,0.00227766,0.00371069,0.001143846,0.000192151,0.001127572,0.001998201,0.00248392,0.001709526,0.00155404,0.002776557
0.004737258,0.005274553,0.005880016,0.003639669,0.002594304,0.004614516,0.003716216,0.005472618,0.003134234,0.004530571,0.002992132,0.001463151,0.003910972,0.001281649,0.002176645,0.002710307,0.004628885,0.00180874,0.007371306,0.00285773,0.000771913,0.000843716,0.000907481,0.001358064,0.003637054,0.001561227,0.001530696,0.002372039,0.003054148,0.003239143,0.000951473,0.003631647,0.003221618,0.001684607,0.001599068,0.001865717,0.000735662,0.001783806,0.003312384,0.001862726,0.001502273,0.002858211,0.00282448,0.000910676,0.000726688,0.001702619,0.003385043,0.002331302,0.003265921,0.001411648
0.004638576,0.0025102,0.005582325,0.003972173,0.001555126,0.007284243,0.002948047,0.003921283,0.002619778,0.003801096,0.002746355,0.002402123,0.00172864,0.001867253,0.003442215,0.001653047,0.004220977,0.000966147,0.004026467,0.002511207,0.002801676,0.004202729,0.001764003,0.002300057,0.001283823,0.001581133,0.00372898,0.003359244,0.001425822,0.00299744,0.001485569,0.000510455,0.001675565,0.002118472,0.001762135,0.002289172,0.001897315,0.001364155,0.001675375,0.003405896,0.004251325,0.001876808,0.001894453,0.000961839,0.002066856,0.001672693,0.001670786,0.001781655,0.001320534,0.000728942
0.008469623,0.010770928,0.002561257,0.005335735,0.005097513,0.007672603,0.002246336,0.001240161,0.004323684,0.003609419,0.002859629,0.004528598,0.002194774,0.001255176,0.001463347,0.000680799,0.002352637,0.001692508,0.00483183,0.003742536,0.003559385,0.002922523,0.001262385,0.000810599,0.002233231,0.005943692,0.002375823,0.002797286,0.000678392,0.003067718,0.001166377,0.002898941,0.004059134,0.002289589,0.001178789,0.002340312,0.00050642,0.001344696,0.00059902,0.00127003,0.002170585,0.000473455,0.001422662,0.000812707,0.001589128,0.003454835,0.000778997,0.001306041,0.003083259,0.002337881
0.008430669,0.002415961,0.009087004,0.002746158,0.001693844,0.001715987,0.003390542,0.000934642,0.003474722,0.000826921,0.002321595,0.001581156,0.001561952,0.005324908,0.00310649,0.004714485,0.003712369,0.004028281,0.004138569,0.003539544,0.00226791,0.002407228,0.00310849,0.001401188,0.000919784,0.006980034,0.003798588,0.002432067,0.001125634,0.003763209,0.002108952,0.000114424,0.003301103,0.003371281,0.004740516,0.001189134,0.002118162,0.001164353,0.003937791,0.001051229,0.001333417,0.001061519,0.002836719,0.001233131,0.006345707,0.001638746,0.001076398,0.002349628,0.002573083,0.001401767
0.003796007,0.003282457,0.003602705,0.0018917,0.003049685,0.003894287,0.002094444,0.004691249,0.003072893,0.004052175,0.001905068,0.001056952,0.002138733,0.001918923,0.00502838,0.001623681,0.001666002,0.00110466,0.001941627,0.002413962,0.001015826,0.00341459,0.001549344,0.000992402,0.001045229,0.004681663,0.001849231,0.00312086,0.001642709,0.00357225,0.004188692,0.003395665,0.002768992,0.002035542,0.002064474,0.00234037,0.000467005,0.004186147,0.000205849,0.001263823,0.002508977,0.002339971,0.001822124,0.004123836,0.00045691,0.002469567,0.0010884,0.00207943,0.002537783,0.001783141
0.005344383,0.004335806,0.002937645,0.00295092,0.003952943,0.005082153,0.004747176,0.007623923,0.0035158,0.003519747,0.00230919,0.004434049,0.003632113,0.003172334,0.003319852,0.002097836,0.003387183,0.005377818,0.002227439,0.00098215,0.000504399,0.002088684,0.004896532,0.002548777,0.001372698,0.001328363,0.003618446,0.003770521,0.001597681,0.00090491,0.002407951,0.003095344,0.001505501,0.002414481,0.003580679,0.001824849,0.003241861,0.001565603,0.00153646,0.001881665,0.002203258,0.00177383,0.002149122,0.000734159,0.00521946,0.001430062,0.002400344,0.002925857,0.001490509,0.000607916
0.007614902,0.005922985,0.002248448,0.003997625,0.002001865,0.003224811,0.003735198,0.00150124,0.002507169,0.001519322,0.002086043,0.006073185,0.001855705,0.001575118,0.001594026,0.00398238,0.001391127,0.005823308,0.001376583,0.002713253,0.001294852,0.00530839,0.001883001,0.001762777,0.004424124,0.002815814,0.007533955,0.000610317,0.000906123,0.001309081,0.002578956,0.001979864,0.002368483,0.002764709,0.00086942,0.001610323,0.00133582,0.001403841,0.000137515,0.002475027,0.000671612,0.000716813,0.002086101,0.000796276,0.001441829,0.001673501,0.001476292,0.001908155,0.000671006,0.00093209
0.005566708,0.005412451,0.004221442,0.003284186,0.002717369,0.006488848,0.002815937,0.004975291,0.002578923,0.002113665,0.002797135,0.001546327,0.001957333,0.000486175,0.001187322,0.00075983,0.001808545,1.62E-05,0.00251495,0.002441596,0.000522825,0.001600187,0.005636364,0.00179217,0.003805289,0.003631289,0.003498705,0.002074308,0.000833767,0.00369609,0.002657802,0.001299547,0.004640177,0.004770106,0.004048599,0.002448407,0.004342181,0.002557744,0.001764246,0.001761401,0.001361394,0.00119534,0.003882158,0.000373857,0.002989506,0.001622294,0.001815433,0.001042526,0.003696454,0.000746422
0.005340961,0.00299005,0.007094416,0.004828831,0.007638676,0.008003868,0.002605995,0.005203916,0.007205664,0.000780772,0.002881629,0.001237387,0.006499693,0.004471356,0.002740788,0.002684949,0.00352487,0.000254625,0.003455379,0.001828735,0.001792508,0.001741293,0.001424774,0.00317952,0.00185378,0.000929917,0.001998112,0.001788659,0.004705291,0.003844618,0.002310184,0.000524896,0.001529464,0.003241677,0.00169644,0.002716689,0.003108459,0.00198489,0.000618597,0.001393393,0.002761016,0.001259746,0.002416874,0.001168306,0.003089895,0.002458544,0.000884905,0.001228737,0.001081857,0.002126175
0.006967897,0.01246561,0.007066352,0.004472388,0.005627957,0.004497759,0.002768813,0.001249616,0.002910036,0.004229825,0.001161892,0.004114124,0.001164328,0.002351904,0.002722242,0.003283725,0.002754859,0.004807276,0.000806379,0.002413962,0.000854252,0.003476418,0.001680132,0.003551336,0.003345491,0.00057264,0.002106814,0.002009696,0.002910168,0.002646791,0.001391585,0.003177656,0.004607898,0.001629283,0.004681825,0.001363327,0.001880024,0.001721705,0.002372531,0.003359362,0.000864382,0.001286564,0.001032315,0.001330593,0.000822166,0.001936795,0.001750703,0.002487143,0.000829111,0.001468874
0.002801416,0.003264511,0.005423105,0.004960146,0.004198316,0.005355667,0.003300128,0.00531128,0.003448179,0.005015954,0.001003806,0.001941224,0.003636685,0.001119739,0.006593769,0.004318363,0.003376309,0.003105769,0.000961438,0.003409911,0.004551955,0.003214042,0.001032983,0.001408853,0.001490183,0.00211817,0.005290914,0.001878365,0.000988457,0.003454073,0.000407455,0.001211692,0.002556884,0.003451989,0.003834532,0.001826619,0.002797736,0.001710303,0.002949945,0.001053668,0.001986507,0.002484343,0.002754159,0.000998828,0.001842603,0.001287095,0.003262992,0.000990221,0.001237161,0.001285207
0.003610542,0.007720882,0.005023496,0.002493542,0.003954945,0.001832263,0.002636079,0.007851099,0.004446165,0.003501884,0.002399064,0.002583087,0.004443936,0.001297535,0.004043914,0.001279488,0.004040666,0.000318839,0.001497688,0.002471039,0.001195643,0.000670881,0.004303406,0.002244422,0.00379686,0.000721522,0.002210359,0.002025238,0.004290046,0.001325164,0.00212458,0.001201661,0.001162891,0.004108349,0.001261685,0.000924875,0.002391416,0.001444161,0.004862672,0.00205091,0.001577372,0.002854075,0.001769339,0.001254436,0.000801745,0.001391066,0.001737209,0.001427387,0.001772334,0.000686171
0.003030885,0.003282294,0.005963808,0.005531739,0.002889639,0.003497645,0.001952857,0.002694338,0.003787001,0.005567841,0.001701025,0.001233186,0.00393986,0.004241053,0.005640218,0.00278297,0.004160921,0.00110395,0.007083384,0.00138767,0.004722021,0.002279287,0.003922717,0.000988616,0.001464749,0.000838563,0.000554158,0.000820067,0.000533663,0.002788126,0.001441851,0.007609032,0.002716046,0.002422368,0.001530671,0.001045572,0.002075824,0.002225894,0.007360205,0.0017838,0.001244818,0.000328362,0.001572551,0.000625087,0.004792104,0.001805256,0.001377197,0.000763877,0.001165313,0.002731975
0.00423156,0.001803347,0.003091374,0.002303575,0.001889447,0.003754467,0.00269417,0.001104926,0.002505401,0.002099791,0.003358289,0.005887055,0.001507405,0.001399232,0.005529619,0.002801837,0.005422578,0.000596357,0.006985223,0.003030449,0.0016872,0.00280399,0.007830178,0.00110006,0.002737991,0.005374082,0.001654712,0.001806639,0.009635491,0.001036247,0.002032881,0.002015585,0.001687056,0.002406218,0.001669324,0.002168357,0.000738647,0.001594214,0.004747687,0.002499061,0.002521352,0.000821118,0.001829257,0.000673406,0.001863068,0.001647952,0.003324979,0.002239019,0.00443329,0.001189995
0.004688493,0.005665844,0.004859308,0.004480786,0.006759274,0.008974088,0.003638612,0.001225472,0.003086612,0.0043047,0.003614767,0.003209223,0.007643925,0.000483422,0.005318586,0.00297359,0.003057921,6.32E-05,0.003958825,0.003969549,0.003767415,0.003915174,0.003134434,0.002640657,0.001465706,0.001203642,0.000864658,0.002256686,0.00290028,0.001906203,0.001742813,0,0.003350724,0.000683852,0.000888099,0.002286511,0.003086038,0.001147838,0.004307492,0.00644602,0.002025046,0.000922537,0.001094235,0.001259521,0.000715826,0.001891661,0.001324242,0.001440085,0.000736184,0.000953149
0.012033647,0.010281877,0.00276951,0.004903274,0.001723479,0.003410181,0.004127966,0.002277863,0.001910927,0.001068898,0.000733245,0.001144076,0.003608007,0.001534553,0.002208928,0.00150862,0.004583543,0.00294772,0.000535235,0.00338422,0.00334422,0.002129231,0.00113174,0.003021474,0.002687634,0.002461242,0.001401537,0.001780525,0.001374311,0.000948898,0.00159534,0.00377043,0.004463131,0.003053109,0.00171658,0.002436374,0.001703807,0.003468093,0.001016722,0.002589157,0.001174907,0.003953377,0.002928316,0.000490761,0.002406454,0.000873413,0.000784622,0.001234477,0.001177723,0.001999589
0.003948636,0.008787722,0.007538587,0.003344401,0.000705187,0.006253179,0.005044609,0.001690499,0.005310414,0.002283345,0.000586253,0.001237149,0.003429808,0.001407075,0.008516435,0.003878502,0.002642933,0.001119685,0.00239877,0.003039153,0.003181916,0.001213516,0.004474241,0.001520738,0.00113638,0.002097266,0.003071365,0.00300023,0.001256058,0.002817947,0.004356626,0.00502658,0.001437561,0.003102725,0.002860581,0.002947114,0.003842546,0.001226722,0.001327257,0.001504112,0.00122487,0.001776428,0.000887668,0.001296952,0.001090662,0.001491759,0.003177079,0.001904624,0.001037792,0.001627557
0.005899682,0.007356218,0.00554541,0.002569485,0.007476444,0.001345357,0.005929729,0.004151273,0.002165026,0.001660618,0.002747285,0.002222991,0.002194706,0.004452908,0.004582479,0.000985468,0.002411873,0.002014879,0.000834754,0.002271389,0.000906436,0.001171221,0.002202884,0.000997727,0.001943411,0.001442954,0.001576285,0.001584996,0.001754497,0.002705454,0.003028211,0.009347253,0.000949243,0.002875787,0.001883616,0.003331224,0.003620429,0.001244603,0.004073894,0.000918618,0.001513408,0.001215341,0.001130904,0.001726194,0.001214706,0.001886635,0.000977471,0.000925906,0.001938357,0.003808974
0.005134389,0.002415853,0.007719523,0.005058392,0.001431819,0.004533849,0.002898633,0.009318566,0.003604048,0.001238248,0.002270102,0.000875569,0.00694828,0.007245898,0.003495176,0.002326914,0.001797019,0.002000837,0.002080632,0.002514272,0.004451088,0.002856529,0.003910572,0.002857702,0.003415066,0.001283674,0.004269734,0.002688232,0.000648879,0.001342305,0.001172233,3.46E-05,0.004959211,0.001996535,0.003409655,0.003619368,0.000826429,0.003091101,0.00058502,0.002094469,0.002302475,0.000238382,0.004005534,0.000923492,0.000945637,0.001882386,0.002963103,0.001807107,0.001014953,0.001230386
0.005251289,0.004304323,0.003077991,0.004793691,0.003772201,0.00813861,0.003854057,0.002006621,0.002961867,0.001433363,0.002821141,0.002371934,0.001492185,0.00210944,0.002465013,0.00166904,0.007966699,0.002428258,0.006358252,0.001927556,0.000659975,0.002643898,0.002103702,0.002315137,0.00316905,0.001257359,0.002060231,0.002031416,0.001170128,0.001530176,0.001144731,0.003468337,0.001919566,0.0015829,0.001684055,0.001329816,0.002371327,0.001578183,0.000111799,0.002922758,0.003116149,0.000205934,0.003885658,0.000646028,0.001748842,0.002395289,0.002363003,0.002551111,0.002966307,0.001099892
0.002375969,0.002082423,0.003251104,0.005526455,0.006234216,0.004132663,0.003020143,0.002564338,0.00278776,0.002070506,0.00504038,0.001119245,0.003607987,0.001261702,0.003409077,0.00157547,0.002900108,0.003154414,0.000806464,0.002565164,0.003298189,0.004688431,0.001063922,0.003005979,0.003569185,0.006313409,0.003178899,0.00267467,0.001461793,0.00197719,0.001822139,0.002803955,0.003831049,0.002165973,0.001036734,0.001291068,0.000779336,0.003065631,0.001471281,0.002563946,0.003234635,0.000663325,0.001477654,0.003771414,0.002157435,0.002692279,0.000779665,0.001368276,0.000885151,0.001135644
