,Classifier,Preprocessing,Noise,Training_Time_in_sec,Accuracy,Top_2_accuracy,Top_3_accuracy,Top_5_accuracy,Top_10_accuracy,Precision,Recall
decision_tree_raw_0.001,decision_tree,raw,0.001,21.11693787574768,0.6018845700824499,0.6101295641931684,0.6124852767962309,0.624263839811543,0.6478209658421673,0.6018845700824499,0.6018845700824499
decision_tree_raw_0.01,decision_tree,raw,0.01,21.276960134506226,0.6277974087161367,0.6325088339222615,0.6336866902237926,0.6431095406360424,0.6678445229681979,0.6277974087161367,0.6277974087161367
decision_tree_raw_0.1,decision_tree,raw,0.1,20.9345281124115,0.64075382803298,0.6501766784452296,0.6537102473498233,0.6643109540636042,0.6855123674911661,0.64075382803298,0.64075382803298
decision_tree_raw_1,decision_tree,raw,1.0,20.688344955444336,0.26383981154299174,0.2767962308598351,0.2779740871613663,0.2921083627797409,0.32037691401649,0.26383981154299174,0.26383981154299174
decision_tree_raw_10,decision_tree,raw,10.0,32.02289891242981,0.005889281507656066,0.02120141342756184,0.02237926972909305,0.03415783274440518,0.06478209658421673,0.005889281507656066,0.005889281507656066
decision_tree_raw_100,decision_tree,raw,100.0,35.405588150024414,0.004711425206124852,0.020023557126030624,0.02120141342756184,0.03297997644287397,0.0636042402826855,0.004711425206124852,0.004711425206124852
decision_tree_raw_1000,decision_tree,raw,1000.0,31.779069900512695,0.008244994110718492,0.023557126030624265,0.024734982332155476,0.03651354534746761,0.06007067137809187,0.008244994110718492,0.008244994110718492
decision_tree_standard_scalar_0,decision_tree,standard_scalar,0.0,0.8581829071044922,0.6478209658421673,0.6548881036513545,0.6560659599528857,0.6654888103651354,0.6831566548881036,0.6478209658421673,0.6478209658421673
decision_tree_standard_scalar_1e-10,decision_tree,standard_scalar,1e-10,0.871380090713501,0.6513545347467609,0.6607773851590106,0.6619552414605419,0.6713780918727915,0.6878680800942285,0.6513545347467609,0.6513545347467609
decision_tree_standard_scalar_1e-09,decision_tree,standard_scalar,1e-09,0.9840590953826904,0.6819787985865724,0.6890459363957597,0.6914016489988222,0.6996466431095406,0.7173144876325088,0.6819787985865724,0.6819787985865724
decision_tree_standard_scalar_1e-08,decision_tree,standard_scalar,1e-08,1.622178077697754,0.657243816254417,0.6666666666666666,0.6678445229681979,0.6772673733804476,0.6937573616018846,0.657243816254417,0.657243816254417
decision_tree_standard_scalar_1e-07,decision_tree,standard_scalar,1e-07,4.741480112075806,0.6431095406360424,0.6513545347467609,0.6537102473498233,0.6631330977620731,0.6796230859835101,0.6431095406360424,0.6431095406360424
decision_tree_standard_scalar_1e-06,decision_tree,standard_scalar,1e-06,7.812187910079956,0.6266195524146054,0.6336866902237926,0.6360424028268551,0.6466431095406361,0.6690223792697291,0.6266195524146054,0.6266195524146054
decision_tree_standard_scalar_1e-05,decision_tree,standard_scalar,1e-05,13.090293169021606,0.6383981154299175,0.6442873969375736,0.6454652532391049,0.657243816254417,0.6808009422850412,0.6383981154299175,0.6383981154299175
decision_tree_standard_scalar_0.0001,decision_tree,standard_scalar,0.0001,17.836827993392944,0.6478209658421673,0.6548881036513545,0.6560659599528857,0.6690223792697291,0.6937573616018846,0.6478209658421673,0.6478209658421673
decision_tree_standard_scalar_0.001,decision_tree,standard_scalar,0.001,19.959280252456665,0.6301531213191991,0.6336866902237926,0.6348645465253239,0.6454652532391049,0.6666666666666666,0.6301531213191991,0.6301531213191991
decision_tree_standard_scalar_0.01,decision_tree,standard_scalar,0.01,20.842318773269653,0.6372202591283863,0.6454652532391049,0.6466431095406361,0.6595995288574794,0.6796230859835101,0.6372202591283863,0.6372202591283863
decision_tree_standard_scalar_0.1,decision_tree,standard_scalar,0.1,21.2399640083313,0.6360424028268551,0.6419316843345112,0.6431095406360424,0.6560659599528857,0.6749116607773852,0.6360424028268551,0.6360424028268551
decision_tree_standard_scalar_1,decision_tree,standard_scalar,1.0,27.55058979988098,0.5618374558303887,0.5677267373380448,0.5712603062426383,0.5806831566548881,0.6042402826855123,0.5618374558303887,0.5618374558303887
decision_tree_standard_scalar_10,decision_tree,standard_scalar,10.0,43.78402400016785,0.04122497055359246,0.05653710247349823,0.05771495877502945,0.06949352179034157,0.10011778563015312,0.04122497055359246,0.04122497055359246
decision_tree_standard_scalar_100,decision_tree,standard_scalar,100.0,31.294050931930542,0.008244994110718492,0.023557126030624265,0.024734982332155476,0.03651354534746761,0.06007067137809187,0.008244994110718492,0.008244994110718492
decision_tree_standard_scalar_1000,decision_tree,standard_scalar,1000.0,31.051958084106445,0.011778563015312132,0.027090694935217905,0.028268551236749116,0.04004711425206125,0.0706713780918728,0.011778563015312132,0.011778563015312132
decision_tree_total_sum_0,decision_tree,total_sum,0.0,5.416102170944214,0.6336866902237926,0.6383981154299175,0.64075382803298,0.6513545347467609,0.6713780918727915,0.6336866902237926,0.6336866902237926
decision_tree_total_sum_1e-10,decision_tree,total_sum,1e-10,10.29881501197815,0.624263839811543,0.6277974087161367,0.6289752650176679,0.64075382803298,0.6607773851590106,0.624263839811543,0.624263839811543
decision_tree_total_sum_1e-09,decision_tree,total_sum,1e-09,10.289520025253296,0.6254416961130742,0.6313309776207303,0.6325088339222615,0.6442873969375736,0.6666666666666666,0.6254416961130742,0.6254416961130742
decision_tree_total_sum_1e-08,decision_tree,total_sum,1e-08,10.30253005027771,0.6148409893992933,0.6195524146054181,0.6207302709069493,0.6313309776207303,0.6525323910482921,0.6148409893992933,0.6148409893992933
decision_tree_total_sum_1e-07,decision_tree,total_sum,1e-07,12.125761032104492,0.6101295641931684,0.6148409893992933,0.6160188457008245,0.6277974087161367,0.6489988221436984,0.6101295641931684,0.6101295641931684
decision_tree_total_sum_1e-06,decision_tree,total_sum,1e-06,13.398664951324463,0.6042402826855123,0.6089517078916372,0.6101295641931684,0.6207302709069493,0.6442873969375736,0.6042402826855123,0.6042402826855123
decision_tree_total_sum_1e-05,decision_tree,total_sum,1e-05,16.410229206085205,0.6372202591283863,0.6395759717314488,0.64075382803298,0.6489988221436984,0.6690223792697291,0.6372202591283863,0.6372202591283863
decision_tree_total_sum_0.0001,decision_tree,total_sum,0.0001,20.775750875473022,0.5818610129564193,0.5889281507656066,0.591283863368669,0.5995288574793876,0.6230859835100118,0.5818610129564193,0.5818610129564193
decision_tree_total_sum_0.001,decision_tree,total_sum,0.001,24.409645080566406,0.14840989399293286,0.16136631330977622,0.16489988221436985,0.17785630153121318,0.2049469964664311,0.14840989399293286,0.14840989399293286
decision_tree_total_sum_0.01,decision_tree,total_sum,0.01,40.00384998321533,0.008244994110718492,0.023557126030624265,0.024734982332155476,0.03651354534746761,0.06713780918727916,0.008244994110718492,0.008244994110718492
decision_tree_total_sum_0.1,decision_tree,total_sum,0.1,54.7848219871521,0.0,0.015312131919905771,0.016489988221436984,0.028268551236749116,0.05889281507656066,0.0,0.0
decision_tree_total_sum_1,decision_tree,total_sum,1.0,33.54741191864014,0.15901060070671377,0.160188457008245,0.1707891637220259,0.18021201413427562,0.2037691401648999,0.15901060070671377,0.15901060070671377
decision_tree_total_sum_10,decision_tree,total_sum,10.0,26.919898986816406,0.02120141342756184,0.02237926972909305,0.03297997644287397,0.04240282685512368,0.06595995288574794,0.02120141342756184,0.02120141342756184
decision_tree_total_sum_100,decision_tree,total_sum,100.0,39.24029016494751,0.002355712603062426,0.0176678445229682,0.01884570082449941,0.030624263839811542,0.061248527679623084,0.002355712603062426,0.002355712603062426
decision_tree_total_sum_1000,decision_tree,total_sum,1000.0,42.420406103134155,0.024734982332155476,0.04004711425206125,0.04122497055359246,0.053003533568904596,0.08362779740871613,0.024734982332155476,0.024734982332155476
extra_tree_binary_0,extra_tree,binary,0.0,20.772409915924072,0.8115429917550059,0.8916372202591284,0.9234393404004712,0.9458186101295641,0.9693757361601885,0.8115429917550059,0.8115429917550059
extra_tree_binary_1e-10,extra_tree,binary,1e-10,23.498565196990967,0.8162544169611308,0.8939929328621908,0.9234393404004712,0.944640753828033,0.9705535924617197,0.8150765606595995,0.8150765606595995
extra_tree_binary_1e-09,extra_tree,binary,1e-09,23.281893968582153,0.806831566548881,0.889281507656066,0.9210836277974087,0.9422850412249706,0.9705535924617197,0.806831566548881,0.806831566548881
extra_tree_binary_1e-08,extra_tree,binary,1e-08,23.31692409515381,0.8091872791519434,0.8904593639575972,0.9210836277974087,0.9434628975265018,0.9729093050647821,0.8103651354534747,0.8103651354534747
extra_tree_binary_1e-07,extra_tree,binary,1e-07,38.071305990219116,0.7538280329799765,0.8515901060070671,0.8963486454652533,0.934040047114252,0.967020023557126,0.7538280329799765,0.7538280329799765
extra_tree_binary_1e-06,extra_tree,binary,1e-06,39.735954999923706,0.7491166077738516,0.8539458186101295,0.9022379269729093,0.9352179034157833,0.9623085983510011,0.7526501766784452,0.7526501766784452
extra_tree_binary_1e-05,extra_tree,binary,1e-05,39.89564895629883,0.751472320376914,0.8574793875147232,0.901060070671378,0.9316843345111896,0.9658421672555948,0.7502944640753828,0.7502944640753828
extra_tree_binary_0.0001,extra_tree,binary,0.0001,39.82390809059143,0.7585394581861012,0.8515901060070671,0.9034157832744405,0.934040047114252,0.9634864546525324,0.7585394581861012,0.7585394581861012
extra_tree_binary_0.001,extra_tree,binary,0.001,39.89375019073486,0.7585394581861012,0.8598351001177856,0.9034157832744405,0.9328621908127208,0.9623085983510011,0.7585394581861012,0.7585394581861012
extra_tree_binary_0.01,extra_tree,binary,0.01,40.100979804992676,0.751472320376914,0.8527679623085983,0.9022379269729093,0.9316843345111896,0.9646643109540636,0.751472320376914,0.751472320376914
extra_tree_binary_0.1,extra_tree,binary,0.1,43.03650212287903,0.7078916372202592,0.8256772673733804,0.8775029446407538,0.9222614840989399,0.9599528857479388,0.7078916372202592,0.7078916372202592
extra_tree_binary_1,extra_tree,binary,1.0,59.46658515930176,0.3050647820965842,0.4416961130742049,0.49469964664310956,0.6595995288574794,0.7997644287396938,0.3050647820965842,0.3050647820965842
extra_tree_binary_10,extra_tree,binary,10.0,62.2499942779541,0.18256772673733804,0.3415783274440518,0.47703180212014135,0.5677267373380448,0.6855123674911661,0.18256772673733804,0.18256772673733804
extra_tree_binary_100,extra_tree,binary,100.0,62.08042907714844,0.18256772673733804,0.3415783274440518,0.47703180212014135,0.5677267373380448,0.6925795053003534,0.18256772673733804,0.18256772673733804
extra_tree_binary_1000,extra_tree,binary,1000.0,62.12761116027832,0.18256772673733804,0.3415783274440518,0.47703180212014135,0.5677267373380448,0.696113074204947,0.18256772673733804,0.18256772673733804
extra_tree_clr_0,extra_tree,clr,0.0,38.92918300628662,0.7750294464075382,0.8574793875147232,0.8869257950530035,0.9269729093050648,0.9564193168433451,0.773851590106007,0.773851590106007
extra_tree_clr_1e-10,extra_tree,clr,1e-10,39.01367807388306,0.7726737338044759,0.8610129564193169,0.8869257950530035,0.9246171967020024,0.9575971731448764,0.7726737338044759,0.7726737338044759
extra_tree_clr_1e-09,extra_tree,clr,1e-09,38.90903377532959,0.7785630153121319,0.8586572438162544,0.8881036513545347,0.9257950530035336,0.9599528857479388,0.7785630153121319,0.7785630153121319
extra_tree_clr_1e-08,extra_tree,clr,1e-08,38.952155113220215,0.7773851590106007,0.8598351001177856,0.8845700824499411,0.9246171967020024,0.9599528857479388,0.7785630153121319,0.7785630153121319
extra_tree_clr_1e-07,extra_tree,clr,1e-07,38.98037242889404,0.7809187279151943,0.8586572438162544,0.8904593639575972,0.9293286219081273,0.9599528857479388,0.7809187279151943,0.7809187279151943
extra_tree_clr_1e-06,extra_tree,clr,1e-06,39.00543999671936,0.7750294464075382,0.8621908127208481,0.8939929328621908,0.928150765606596,0.9587750294464076,0.7750294464075382,0.7750294464075382
extra_tree_clr_1e-05,extra_tree,clr,1e-05,39.08161425590515,0.7797408716136631,0.8610129564193169,0.8869257950530035,0.9269729093050648,0.9599528857479388,0.7785630153121319,0.7785630153121319
extra_tree_clr_0.0001,extra_tree,clr,0.0001,39.09700894355774,0.7773851590106007,0.8633686690223793,0.8845700824499411,0.9316843345111896,0.9564193168433451,0.7773851590106007,0.7773851590106007
extra_tree_clr_0.001,extra_tree,clr,0.001,39.044740200042725,0.7797408716136631,0.8574793875147232,0.8857479387514723,0.9257950530035336,0.9634864546525324,0.7797408716136631,0.7797408716136631
extra_tree_clr_0.01,extra_tree,clr,0.01,39.193819761276245,0.7832744405182568,0.8598351001177856,0.8845700824499411,0.9269729093050648,0.9575971731448764,0.7832744405182568,0.7832744405182568
extra_tree_clr_0.1,extra_tree,clr,0.1,38.816508054733276,0.7608951707891637,0.8551236749116607,0.889281507656066,0.9246171967020024,0.9587750294464076,0.7608951707891637,0.7608951707891637
extra_tree_clr_1,extra_tree,clr,1.0,40.934268951416016,0.6984687868080094,0.8186101295641932,0.8739693757361602,0.9151943462897526,0.9540636042402827,0.6984687868080094,0.6984687868080094
extra_tree_clr_10,extra_tree,clr,10.0,54.24640488624573,0.31448763250883394,0.4134275618374558,0.48527679623085984,0.6431095406360424,0.7891637220259128,0.31448763250883394,0.31448763250883394
extra_tree_clr_100,extra_tree,clr,100.0,56.01795411109924,0.18256772673733804,0.3415783274440518,0.47703180212014135,0.5677267373380448,0.6972909305064782,0.18256772673733804,0.18256772673733804
extra_tree_clr_1000,extra_tree,clr,1000.0,56.034597873687744,0.18256772673733804,0.3415783274440518,0.47703180212014135,0.5594817432273262,0.7055359246171967,0.18256772673733804,0.18256772673733804
extra_tree_multiplicative_replacement_0,extra_tree,multiplicative_replacement,0.0,24.3984317779541,0.7762073027090695,0.8586572438162544,0.8857479387514723,0.9210836277974087,0.9587750294464076,0.7762073027090695,0.7762073027090695
extra_tree_multiplicative_replacement_1e-10,extra_tree,multiplicative_replacement,1e-10,26.886609077453613,0.773851590106007,0.856301531213192,0.8904593639575972,0.9210836277974087,0.9587750294464076,0.7750294464075382,0.7750294464075382
extra_tree_multiplicative_replacement_1e-09,extra_tree,multiplicative_replacement,1e-09,26.829519033432007,0.7714958775029447,0.8551236749116607,0.8916372202591284,0.9210836277974087,0.9599528857479388,0.7703180212014135,0.7703180212014135
extra_tree_multiplicative_replacement_1e-08,extra_tree,multiplicative_replacement,1e-08,26.81912326812744,0.7785630153121319,0.8551236749116607,0.8869257950530035,0.9210836277974087,0.9575971731448764,0.7785630153121319,0.7785630153121319
extra_tree_multiplicative_replacement_1e-07,extra_tree,multiplicative_replacement,1e-07,37.79929494857788,0.7255594817432274,0.8362779740871613,0.8786808009422851,0.911660777385159,0.9552414605418139,0.7255594817432274,0.7255594817432274
extra_tree_multiplicative_replacement_1e-06,extra_tree,multiplicative_replacement,1e-06,38.83586835861206,0.7196702002355713,0.8386336866902238,0.8810365135453475,0.9187279151943463,0.9528857479387515,0.7196702002355713,0.7196702002355713
extra_tree_multiplicative_replacement_1e-05,extra_tree,multiplicative_replacement,1e-05,39.15557312965393,0.7173144876325088,0.8327444051825678,0.8775029446407538,0.9128386336866903,0.9552414605418139,0.7173144876325088,0.7173144876325088
